"term","std.error","estimate","p.value"
"Mosaic_PenA_BAPS11",0.0846484889644434,-0.385727048131544,5.33482215197527e-06
"Mosaic_PenA_BAPS12",0.149049002197272,-0.422675556132935,0.00459181560150804
"Mosaic_PenA_BAPS13",0.0662235813194335,0.092563061792,0.162263145833972
"Mosaic_PenA_BAPS14",0.109181213328579,-0.534962838194499,9.94083416685551e-07
"Mosaic_PenA_BAPS15",0.123006933503856,-0.434048121067965,0.000421972754158311
"Mosaic_PenA_BAPS16",0.182535823178512,0.244171239034359,0.181075991086005
"PBP1_421P",0.0563896294652174,0.149243791704717,0.0081583166148633
"PBP1_421Unmapped",0.23117598438772,-0.105887046772569,0.646948884515698
"PBP2_501T",0.0804378846538309,0.824007823212237,2.36278355188845e-24
"PBP2_501Unmapped",0.144688369381311,0.511950177285938,0.000406892179500632
"PBP2_501V",0.119990147670044,1.50283103303372,2.19282392736004e-35
"PBP2_542S",0.127169868888426,1.36103468506919,2.09305558521531e-26
"PBP2_542Unmapped",0.164035834624732,-1.03297296038772,3.32705882317857e-10
"PBP2_551L",0.0766986815163813,0.58779072853365,2.21085404742267e-14
"PBP2_551S",0.0991933990040184,0.951602474956274,1.38624490177824e-21
"PBP2_551Unmapped",0.137565887106886,0.69653652125356,4.28971699819348e-07
"PorB_120D",0.136420852210485,0.325907312107425,0.0169370299136205
"PorB_120K",0.1562258943981,0.827295266539433,1.24494795301384e-07
"PorB_120N",0.167358670546307,0.351416086934647,0.0358053427324997
"PorB_120R",0.499259370874809,0.216396909012263,0.664719477308814
"PorB_120Unmapped",0.173667669825113,0.274276273488702,0.114335514758101
"PorB_121D",0.151478473004924,0.0530392807988167,0.726247432611116
"PorB_121G",0.169709253243948,-0.0522110583048173,0.758363247869376
"PorB_121N",0.160757085539414,0.00664511934209241,0.967029595594267
"PorB_121Unmapped",0.178040534586824,-0.0987612795909553,0.579119726829519
"PorB_121V",0.475385378062121,0.292792483070655,0.537988831804928
"MtrCLOF",0.0767100951326764,-1.17148751379783,2.42324841380849e-51
