"term","std.error","estimate","p.value"
"GyrA_91T",0.87809229522773,0.234344114930513,0.789576204992907
"GyrA_91Unmapped",0.465797026522724,-0.903145239580293,0.0525801588912636
"GyrA_91Y",0.58516871272554,3.97971889772394,1.19188212576765e-11
"GyrA_95A",0.264696030059519,2.84673309181445,1.28762574896301e-26
"GyrA_95G",0.25023956382353,3.23172026555843,2.03515080027983e-37
"GyrA_95N",0.274649280118907,4.09056854685496,7.03134846599524e-49
"GyrA_95Unmapped",0.449223873809646,2.72435332365838,1.44437095438485e-09
"ParC_86A",0.188438420390714,0.64686006586966,0.000603523997340856
"ParC_86Unmapped",0.776920987638027,0.841327053863552,0.278917893008635
"ParC_87I",0.362781207963824,0.815814045473648,0.0245804079448748
"ParC_87N",0.201909264078142,0.753603123828225,0.000192287323856829
"ParC_87R",0.143233585394363,2.05765451273116,1.11656918185764e-45
"ParC_87Unmapped",0.393090860920135,2.48654518795658,2.7968648483869e-10
"ParC_91G",0.157754903044871,1.70879542782126,5.6875078414999e-27
"ParC_91K",0.307254193800088,1.43021611018904,3.34660646395706e-06
"ParC_91Q",0.390368559378429,1.42756001871245,0.00025848401978568
"ParC_91Unmapped",0.554898307592808,2.10259291478804,0.000153367658634433
"PorB_120D",0.214189571675966,0.398735049327681,0.0627323027590824
"PorB_120K",0.254332796815063,1.76033605940057,5.18001828553777e-12
"PorB_120N",0.281275446762087,0.516993758652936,0.0661308878229463
"PorB_120Q",1.0215043087809,0.833130460296182,0.414781812456777
"PorB_120R",0.735923983356325,1.54223887523441,0.0361754209551541
"PorB_120Unmapped",0.28535325040217,0.205600955595043,0.471250431502156
"PorB_121D",0.247663106973321,-0.63917861831386,0.00989103979084597
"PorB_121G",0.282108310281689,-0.198668380479169,0.481331846937717
"PorB_121N",0.255147711668746,-0.537734406570403,0.0351321827939033
"PorB_121Unmapped",0.29140689744772,-0.465618191572845,0.110159472711187
"PorB_121V",0.690226774023924,0.214905796942259,0.755546576292954
"MtrCLOF",0.112399667493122,-1.09414698985632,3.76115319165648e-22
