"term","std.error","estimate","p.value"
"CountryMorocco",0.563355037900128,-1.65689785002853,0.00328731971130331
"CountryNetherlands",0.124423265680447,-0.432151740769891,0.000519186455063784
"CountryNew Zealand",0.0598200372269159,-0.542341364877596,1.81906175416802e-19
"CountryNorway",0.123683440517159,-0.350041773177914,0.0046738818667671
"CountryPakistan",0.276132570140992,0.308759409875326,0.26356141268662
"CountryPhilippines",0.272552013474751,-1.32609123253625,1.18194897316617e-06
"CountryPoland",0.172673839366556,-0.725269377140298,2.71940400806207e-05
"CountryPortugal",0.0993205521267757,-1.21984953545652,4.09161626892771e-34
"CountryRomania",0.981258417206436,-1.48677600641182,0.129800707526306
"CountryRussia",0.30976785330548,-0.0632797009649705,0.838143357006537
"CountrySaudi Arabia",0.978922176857672,-0.791814770437115,0.418637322014887
"CountryScotland",0.688759027209556,0.0101198537225903,0.988277867817798
"CountrySlovakia",0.161032424431348,0.108978959571957,0.498599217394472
"CountrySlovenia",0.114817509910819,-0.413636988141301,0.000318590765924493
"CountrySouth Africa",0.564911559885277,-1.10215564626874,0.0511178403128208
"CountrySpain",0.0918690399135441,0.229324708998182,0.0125891363813983
"CountrySweden",0.139861027086568,-0.709199210275983,4.12607385091639e-07
"CountryTanzania",0.689882877310695,-0.937346000716448,0.174310544441473
"CountryThailand",0.20296354286143,-1.19297645889385,4.46622701187231e-09
"CountryThe Gambia",0.438018835403992,-1.18603193761449,0.0068009991275109
"CountryTurkey",0.493153593887859,-1.78020905888353,0.000309799148829682
"CountryUganda",0.974034964463912,-0.721589452671932,0.458839203998032
"CountryUK",0.0931099187642339,-0.951293942355138,3.10612460129645e-24
"CountryUnmapped",0.987141080651318,-0.0800088074807042,0.935405062169419
"CountryVietnam",0.40222649456827,0.522812345327129,0.193739224997937
"MtrR_39T",0.0538673718090481,-0.0666541546107133,0.216014014525909
"MtrR_39Unmapped",0.225587000815678,-0.0420836222885469,0.852020821751412
"MtrR_45D",0.0545192906226614,0.285601783649732,1.69433995464825e-07
"MtrR_45Unmapped",0.259899666803506,0.507565586487548,0.0508915099441039
"mtr_promoter-",0.0640131861520927,0.101156219657891,0.114123926248265
"mtr_promoterG",0.982064527149312,2.06130072737549,0.0358786453067486
"mtr_promoterUnmapped",0.103858928699131,-0.11747684201266,0.258066698280391
"mtrRtruncated",0.0767795717969964,0.218139122846627,0.00451642603546303
"mtrRUnmapped",1.01322566196522,-1.79931579904116,0.0758303628624303
"Mosaic_PenA_BAPS-2147483648",0.212030149639528,1.72370051141577,5.55606006136693e-16
"Mosaic_PenA_BAPS1",0.14242920927458,1.83430957611509,2.78731594130489e-37
"Mosaic_PenA_BAPS2",0.218555871111693,0.222853306284803,0.307944604582601
"Mosaic_PenA_BAPS3",0.229390161032048,-0.492500667408928,0.0318479358287839
"Mosaic_PenA_BAPS4",0.511222288584136,-1.50594038997543,0.00323851936772442
"Mosaic_PenA_BAPS5",0.222316091640653,-0.190998532435526,0.390315468646689
"Mosaic_PenA_BAPS6",0.375849851756851,-0.101364849409773,0.787407543514416
"Mosaic_PenA_BAPS7",0.0962303974412235,-0.419634665386633,1.32602253396614e-05
"Mosaic_PenA_BAPS8",0.117217328312335,-1.34679733419352,3.991517979774e-30
"Mosaic_PenA_BAPS9",0.564436815102891,-2.46714434475857,1.2654963778692e-05
"Mosaic_PenA_BAPS10",0.104124799218879,0.158247143018444,0.128637482108497
"Mosaic_PenA_BAPS11",0.0868385509348209,-0.414454453816845,1.87684778753258e-06
"Mosaic_PenA_BAPS12",0.152942173356865,-0.415052689524678,0.00667786083901773
"Mosaic_PenA_BAPS13",0.0679527963979829,0.0978567549959393,0.149919070143577
"Mosaic_PenA_BAPS14",0.112031863598154,-0.525512521993344,2.80494812791212e-06
"Mosaic_PenA_BAPS15",0.126219092529373,-0.443203663474261,0.000450268127221113
"Mosaic_PenA_BAPS16",0.186031007282068,-0.0803704919806379,0.665742733068715
"PBP1_421P",0.0578616328616926,0.154841518689547,0.00747689501702681
"PBP1_421Unmapped",0.23719096775778,-0.0549608825882488,0.816769605978493
"PBP2_501T",0.0824976090440815,0.863089224466518,2.55830907337737e-25
"PBP2_501Unmapped",0.148435560418566,0.46542652426774,0.00172668536201714
"PBP2_501V",0.12309086496589,1.54597080165679,1.43162672309013e-35
"PBP2_542S",0.130491708448678,1.35525060651126,5.59658868896766e-25
"PBP2_542Unmapped",0.168278052769071,-0.976119582546159,7.07102535864749e-09
"PBP2_551L",0.0787007820976872,0.58005571014263,2.02234788590963e-13
"PBP2_551S",0.101771183218747,0.926725797799138,1.27067363469156e-19
"PBP2_551Unmapped",0.141159841071262,0.694460260697525,8.98637266909862e-07
"PorB_120D",0.139983913719211,0.317851866010379,0.0232175765666842
"PorB_120K",0.160256999896912,0.887131961131104,3.28103679030497e-08
"PorB_120N",0.171684949388204,0.410636294065451,0.0168077740824929
"PorB_120R",0.51227679986571,0.293412454805885,0.566835507991475
"PorB_120Unmapped",0.178150263017691,0.339935660455197,0.0564383234154782
"PorB_121D",0.155423857452912,0.0241556471138855,0.876499035996966
"PorB_121G",0.174112748681646,-0.100556095099219,0.563608171733038
"PorB_121N",0.16494959284152,-0.01661647289843,0.919764103318779
"PorB_121Unmapped",0.182686846974385,-0.119165370888559,0.514246281264436
"PorB_121V",0.487790069956699,0.350000884452342,0.473089286339149
